table_name,column_name,ordinal_position,data_type,is_nullable,column_default
resource_migration_log,error,5,text,NO,
resource_migration_log,timestamp,6,timestamp without time zone,NO,
resource_version,group,1,character varying,NO,
resource_version,resource,2,character varying,NO,
resource_version,resource_version,3,bigint,NO,
role,id,1,integer,NO,nextval('role_id_seq'::regclass)
role,name,2,character varying,NO,
role,description,3,text,YES,
role,version,4,bigint,NO,
role,org_id,5,bigint,NO,
role,uid,6,character varying,NO,
role,created,7,timestamp without time zone,NO,
role,updated,8,timestamp without time zone,NO,
role,display_name,9,character varying,YES,
role,group_name,10,character varying,YES,
role,hidden,11,boolean,NO,false
secrets,id,1,integer,NO,nextval('secrets_id_seq'::regclass)
secrets,org_id,2,bigint,NO,
secrets,namespace,3,character varying,NO,
secrets,type,4,character varying,NO,
secrets,value,5,text,YES,
secrets,created,6,timestamp without time zone,NO,
secrets,updated,7,timestamp without time zone,NO,
seed_assignment,builtin_role,1,character varying,NO,
seed_assignment,role_name,2,character varying,YES,
seed_assignment,action,3,character varying,YES,
seed_assignment,scope,4,character varying,YES,
seed_assignment,id,5,integer,NO,nextval('seed_assignment_id_seq'::regclass)
seed_assignment,origin,6,character varying,YES,
server_lock,id,1,integer,NO,nextval('server_lock_id_seq'::regclass)
server_lock,operation_uid,2,character varying,NO,
server_lock,version,3,bigint,NO,
server_lock,last_execution,4,bigint,NO,
session,key,1,character,NO,
session,data,2,bytea,NO,
session,expiry,3,integer,NO,
short_url,id,1,integer,NO,nextval('short_url_id_seq'::regclass)
short_url,org_id,2,bigint,NO,
short_url,uid,3,character varying,NO,
short_url,path,4,text,NO,
short_url,created_by,5,bigint,NO,
short_url,created_at,6,integer,NO,
short_url,last_seen_at,7,integer,YES,
signing_key,id,1,integer,NO,nextval('signing_key_id_seq'::regclass)
signing_key,key_id,2,character varying,NO,
signing_key,private_key,3,text,NO,
signing_key,added_at,4,timestamp without time zone,NO,
signing_key,expires_at,5,timestamp without time zone,YES,
signing_key,alg,6,character varying,NO,
sso_setting,id,1,character varying,NO,
sso_setting,provider,2,character varying,NO,
sso_setting,settings,3,text,NO,
sso_setting,created,4,timestamp without time zone,NO,
sso_setting,updated,5,timestamp without time zone,NO,
sso_setting,is_deleted,6,boolean,NO,false
star,id,1,integer,NO,nextval('star_id_seq'::regclass)
star,user_id,2,bigint,NO,
star,dashboard_id,3,bigint,NO,
star,dashboard_uid,4,character varying,YES,
star,org_id,5,bigint,YES,1
star,updated,6,timestamp without time zone,YES,
tag,id,1,integer,NO,nextval('tag_id_seq'::regclass)
tag,key,2,character varying,NO,
tag,value,3,character varying,NO,
team,id,1,integer,NO,nextval('team_id_seq'::regclass)
team,name,2,character varying,NO,
team,org_id,3,bigint,NO,
team,created,4,timestamp without time zone,NO,
team,updated,5,timestamp without time zone,NO,
team,uid,6,character varying,YES,
team,email,7,character varying,YES,
team_member,id,1,integer,NO,nextval('team_member_id_seq'::regclass)
team_member,org_id,2,bigint,NO,
team_member,team_id,3,bigint,NO,
team_member,user_id,4,bigint,NO,
team_member,created,5,timestamp without time zone,NO,
team_member,updated,6,timestamp without time zone,NO,
team_member,external,7,boolean,YES,
team_member,permission,8,smallint,YES,
team_role,id,1,integer,NO,nextval('team_role_id_seq'::regclass)
team_role,org_id,2,bigint,NO,
team_role,team_id,3,bigint,NO,
team_role,role_id,4,bigint,NO,
team_role,created,5,timestamp without time zone,NO,
temp_user,id,1,integer,NO,nextval('temp_user_id_seq1'::regclass)
temp_user,org_id,2,bigint,NO,
temp_user,version,3,integer,NO,
temp_user,email,4,character varying,NO,
temp_user,name,5,character varying,YES,
temp_user,role,6,character varying,YES,
temp_user,code,7,character varying,NO,
temp_user,status,8,character varying,NO,
temp_user,invited_by_user_id,9,bigint,YES,
temp_user,email_sent,10,boolean,NO,
temp_user,email_sent_on,11,timestamp without time zone,YES,
temp_user,remote_addr,12,character varying,YES,
temp_user,created,13,integer,NO,0
temp_user,updated,14,integer,NO,0
test_data,id,1,integer,NO,nextval('test_data_id_seq'::regclass)
test_data,metric1,2,character varying,YES,
test_data,metric2,3,character varying,YES,
test_data,value_big_int,4,bigint,YES,
test_data,value_double,5,double precision,YES,
test_data,value_float,6,real,YES,
test_data,value_int,7,integer,YES,
test_data,time_epoch,8,bigint,NO,
test_data,time_date_time,9,timestamp without time zone,NO,
test_data,time_time_stamp,10,timestamp without time zone,NO,
user,id,1,integer,NO,nextval('user_id_seq1'::regclass)
user,version,2,integer,NO,
user,login,3,character varying,NO,
user,email,4,character varying,NO,
user,name,5,character varying,YES,
user,password,6,character varying,YES,
user,salt,7,character varying,YES,
user,rands,8,character varying,YES,
user,company,9,character varying,YES,
user,org_id,10,bigint,NO,
user,is_admin,11,boolean,NO,
user,email_verified,12,boolean,YES,
user,theme,13,character varying,YES,
user,created,14,timestamp without time zone,NO,
user,updated,15,timestamp without time zone,NO,
user,help_flags1,16,bigint,NO,0
user,last_seen_at,17,timestamp without time zone,YES,
user,is_disabled,18,boolean,NO,false
user,is_service_account,19,boolean,YES,false
user,uid,20,character varying,YES,
user_auth,id,1,integer,NO,nextval('user_auth_id_seq'::regclass)
user_auth,user_id,2,bigint,NO,
user_auth,auth_module,3,character varying,NO,
user_auth,auth_id,4,character varying,NO,
user_auth,created,5,timestamp without time zone,NO,
user_auth,o_auth_access_token,6,text,YES,
user_auth,o_auth_refresh_token,7,text,YES,
user_auth,o_auth_token_type,8,text,YES,
user_auth,o_auth_expiry,9,timestamp without time zone,YES,
user_auth,o_auth_id_token,10,text,YES,
user_auth_token,id,1,integer,NO,nextval('user_auth_token_id_seq'::regclass)
user_auth_token,user_id,2,bigint,NO,
user_auth_token,auth_token,3,character varying,NO,
user_auth_token,prev_auth_token,4,character varying,NO,
user_auth_token,user_agent,5,character varying,NO,
user_auth_token,client_ip,6,character varying,NO,
user_auth_token,auth_token_seen,7,boolean,NO,
user_auth_token,seen_at,8,integer,YES,
user_auth_token,rotated_at,9,integer,NO,
user_auth_token,created_at,10,integer,NO,
user_auth_token,updated_at,11,integer,NO,
user_auth_token,revoked_at,12,integer,YES,
user_auth_token,external_session_id,13,bigint,YES,
user_external_session,id,1,integer,NO,nextval('user_external_session_id_seq'::regclass)
user_external_session,user_auth_id,2,bigint,NO,
user_external_session,user_id,3,bigint,NO,
user_external_session,auth_module,4,character varying,NO,
user_external_session,access_token,5,text,YES,
user_external_session,id_token,6,text,YES,
user_external_session,refresh_token,7,text,YES,
user_external_session,session_id,8,character varying,YES,
user_external_session,session_id_hash,9,character,YES,
user_external_session,name_id,10,character varying,YES,
user_external_session,name_id_hash,11,character,YES,
user_external_session,expires_at,12,timestamp without time zone,YES,
user_external_session,created_at,13,timestamp without time zone,NO,
user_role,id,1,integer,NO,nextval('user_role_id_seq'::regclass)
user_role,org_id,2,bigint,NO,
user_role,user_id,3,bigint,NO,
user_role,role_id,4,bigint,NO,
user_role,created,5,timestamp without time zone,NO,
user_role,group_mapping_uid,6,character varying,YES,''::character varying
